Path;File Name;Masternumber;Size;Suffix;Language;Language;Filetype;Articlenumber;Alte Artikelnummern;Category 1;Category 2;Category 3;;DOP/ProPer
C:\Tino\PDF\FTP DL\100747-20-file-4-1-nl.pdf;100747-20-file-4-1-nl.pdf;100747;;-4-1;nl;nl;.pdf;100747-20;10074700020;MOD 0747 base glass adapters zamak;Certificate;Certificaten;;ProPer
C:\Tino\PDF\FTP DL\100747-20-file-4-1-nn-no.pdf;100747-20-file-4-1-nn-no.pdf;100747;;-4-1;nn-no;nb-no;.pdf;100747-20;10074700020;MOD 0747 base glass adapters zamak;Certificate;Sertifikater;;ProPer
C:\Tino\PDF\FTP DL\100747-20-file-4-1-pl.pdf;100747-20-file-4-1-pl.pdf;100747;;-4-1;pl;pl;.pdf;100747-20;10074700020;MOD 0747 base glass adapters zamak;Certificate;Certyfikaty;;ProPer
C:\Tino\PDF\FTP DL\100747-20-file-4-1-pt.pdf;100747-20-file-4-1-pt.pdf;100747;;-4-1;pt;pt;.pdf;100747-20;10074700020;MOD 0747 base glass adapters zamak;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\100747-20-file-4-1-pt-br.pdf;100747-20-file-4-1-pt-br.pdf;100747;;-4-1;pt-br;pt-br;.pdf;100747-20;10074700020;MOD 0747 base glass adapters zamak;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\100747-20-file-4-1-sv.pdf;100747-20-file-4-1-sv.pdf;100747;;-4-1;sv;sv;.pdf;100747-20;10074700020;MOD 0747 base glass adapters zamak;Certificate;Certifikat;;ProPer
C:\Tino\PDF\FTP DL\102100-000-00-file-4-1-de.pdf;102100-000-00-file-4-1-de.pdf;102100;000;-4-1;de;de;.pdf;102100-000-00;10210000000;Various Glass clamps;Certificate;Zertifikate;;ProPer
C:\Tino\PDF\FTP DL\102100-000-00-file-4-1-en-gb.pdf;102100-000-00-file-4-1-en-gb.pdf;102100;000;-4-1;en-gb;en-gb;.pdf;102100-000-00;10210000000;Various Glass clamps;Certificate;Certificate;;ProPer
C:\Tino\PDF\FTP DL\102100-000-00-file-4-1-en-us.pdf;102100-000-00-file-4-1-en-us.pdf;102100;000;-4-1;en-us;en-us;.pdf;102100-000-00;10210000000;Various Glass clamps;Certificate;Certificates;;ProPer
C:\Tino\PDF\FTP DL\102100-000-00-file-4-1-es.pdf;102100-000-00-file-4-1-es.pdf;102100;000;-4-1;es;es;.pdf;102100-000-00;10210000000;Various Glass clamps;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\102100-000-00-file-4-1-es-sv.pdf;102100-000-00-file-4-1-es-sv.pdf;102100;000;-4-1;es-sv;es;.pdf;102100-000-00;10210000000;Various Glass clamps;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\102100-000-00-file-4-1-fi.pdf;102100-000-00-file-4-1-fi.pdf;102100;000;-4-1;fi;fi;.pdf;102100-000-00;10210000000;Various Glass clamps;Certificate;Sertifikaatit;;ProPer
C:\Tino\PDF\FTP DL\102100-000-00-file-4-1-fr.pdf;102100-000-00-file-4-1-fr.pdf;102100;000;-4-1;fr;fr;.pdf;102100-000-00;10210000000;Various Glass clamps;Certificate;Certificats;;ProPer
C:\Tino\PDF\FTP DL\102100-000-00-file-4-1-it.pdf;102100-000-00-file-4-1-it.pdf;102100;000;-4-1;it;it;.pdf;102100-000-00;10210000000;Various Glass clamps;Certificate;Certificati;;ProPer
C:\Tino\PDF\FTP DL\102100-000-00-file-4-1-nl.pdf;102100-000-00-file-4-1-nl.pdf;102100;000;-4-1;nl;nl;.pdf;102100-000-00;10210000000;Various Glass clamps;Certificate;Certificaten;;ProPer
C:\Tino\PDF\FTP DL\102100-000-00-file-4-1-nn-no.pdf;102100-000-00-file-4-1-nn-no.pdf;102100;000;-4-1;nn-no;nb-no;.pdf;102100-000-00;10210000000;Various Glass clamps;Certificate;Sertifikater;;ProPer
C:\Tino\PDF\FTP DL\102100-000-00-file-4-1-pl.pdf;102100-000-00-file-4-1-pl.pdf;102100;000;-4-1;pl;pl;.pdf;102100-000-00;10210000000;Various Glass clamps;Certificate;Certyfikaty;;ProPer
C:\Tino\PDF\FTP DL\102100-000-00-file-4-1-pt.pdf;102100-000-00-file-4-1-pt.pdf;102100;000;-4-1;pt;pt;.pdf;102100-000-00;10210000000;Various Glass clamps;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\102100-000-00-file-4-1-pt-br.pdf;102100-000-00-file-4-1-pt-br.pdf;102100;000;-4-1;pt-br;pt-br;.pdf;102100-000-00;10210000000;Various Glass clamps;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\102100-000-00-file-4-1-sv.pdf;102100-000-00-file-4-1-sv.pdf;102100;000;-4-1;sv;sv;.pdf;102100-000-00;10210000000;Various Glass clamps;Certificate;Certifikat;;ProPer
C:\Tino\PDF\FTP DL\102100-000-17-file-4-1-de.pdf;102100-000-17-file-4-1-de.pdf;102100;000;-4-1;de;de;.pdf;102100-000-17;10210000017;Various Glass clamps;Certificate;Zertifikate;;ProPer
C:\Tino\PDF\FTP DL\102100-000-17-file-4-1-en-gb.pdf;102100-000-17-file-4-1-en-gb.pdf;102100;000;-4-1;en-gb;en-gb;.pdf;102100-000-17;10210000017;Various Glass clamps;Certificate;Certificate;;ProPer
C:\Tino\PDF\FTP DL\102100-000-17-file-4-1-en-us.pdf;102100-000-17-file-4-1-en-us.pdf;102100;000;-4-1;en-us;en-us;.pdf;102100-000-17;10210000017;Various Glass clamps;Certificate;Certificates;;ProPer
C:\Tino\PDF\FTP DL\102100-000-17-file-4-1-es.pdf;102100-000-17-file-4-1-es.pdf;102100;000;-4-1;es;es;.pdf;102100-000-17;10210000017;Various Glass clamps;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\102100-000-17-file-4-1-es-sv.pdf;102100-000-17-file-4-1-es-sv.pdf;102100;000;-4-1;es-sv;es;.pdf;102100-000-17;10210000017;Various Glass clamps;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\102100-000-17-file-4-1-fi.pdf;102100-000-17-file-4-1-fi.pdf;102100;000;-4-1;fi;fi;.pdf;102100-000-17;10210000017;Various Glass clamps;Certificate;Sertifikaatit;;ProPer
C:\Tino\PDF\FTP DL\102100-000-17-file-4-1-fr.pdf;102100-000-17-file-4-1-fr.pdf;102100;000;-4-1;fr;fr;.pdf;102100-000-17;10210000017;Various Glass clamps;Certificate;Certificats;;ProPer
C:\Tino\PDF\FTP DL\102100-000-17-file-4-1-it.pdf;102100-000-17-file-4-1-it.pdf;102100;000;-4-1;it;it;.pdf;102100-000-17;10210000017;Various Glass clamps;Certificate;Certificati;;ProPer
C:\Tino\PDF\FTP DL\102100-000-17-file-4-1-nl.pdf;102100-000-17-file-4-1-nl.pdf;102100;000;-4-1;nl;nl;.pdf;102100-000-17;10210000017;Various Glass clamps;Certificate;Certificaten;;ProPer
C:\Tino\PDF\FTP DL\102100-000-17-file-4-1-nn-no.pdf;102100-000-17-file-4-1-nn-no.pdf;102100;000;-4-1;nn-no;nb-no;.pdf;102100-000-17;10210000017;Various Glass clamps;Certificate;Sertifikater;;ProPer
C:\Tino\PDF\FTP DL\102100-000-17-file-4-1-pl.pdf;102100-000-17-file-4-1-pl.pdf;102100;000;-4-1;pl;pl;.pdf;102100-000-17;10210000017;Various Glass clamps;Certificate;Certyfikaty;;ProPer
C:\Tino\PDF\FTP DL\102100-000-17-file-4-1-pt.pdf;102100-000-17-file-4-1-pt.pdf;102100;000;-4-1;pt;pt;.pdf;102100-000-17;10210000017;Various Glass clamps;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\102100-000-17-file-4-1-pt-br.pdf;102100-000-17-file-4-1-pt-br.pdf;102100;000;-4-1;pt-br;pt-br;.pdf;102100-000-17;10210000017;Various Glass clamps;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\102100-000-17-file-4-1-sv.pdf;102100-000-17-file-4-1-sv.pdf;102100;000;-4-1;sv;sv;.pdf;102100-000-17;10210000017;Various Glass clamps;Certificate;Certifikat;;ProPer
C:\Tino\PDF\FTP DL\102100-000-19-file-4-1-de.pdf;102100-000-19-file-4-1-de.pdf;102100;000;-4-1;de;de;.pdf;102100-000-19;10210000019;Various Glass clamps;Certificate;Zertifikate;;ProPer
C:\Tino\PDF\FTP DL\102100-000-19-file-4-1-en-gb.pdf;102100-000-19-file-4-1-en-gb.pdf;102100;000;-4-1;en-gb;en-gb;.pdf;102100-000-19;10210000019;Various Glass clamps;Certificate;Certificate;;ProPer
C:\Tino\PDF\FTP DL\102100-000-19-file-4-1-en-us.pdf;102100-000-19-file-4-1-en-us.pdf;102100;000;-4-1;en-us;en-us;.pdf;102100-000-19;10210000019;Various Glass clamps;Certificate;Certificates;;ProPer
C:\Tino\PDF\FTP DL\102100-000-19-file-4-1-es.pdf;102100-000-19-file-4-1-es.pdf;102100;000;-4-1;es;es;.pdf;102100-000-19;10210000019;Various Glass clamps;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\102100-000-19-file-4-1-es-sv.pdf;102100-000-19-file-4-1-es-sv.pdf;102100;000;-4-1;es-sv;es;.pdf;102100-000-19;10210000019;Various Glass clamps;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\102100-000-19-file-4-1-fi.pdf;102100-000-19-file-4-1-fi.pdf;102100;000;-4-1;fi;fi;.pdf;102100-000-19;10210000019;Various Glass clamps;Certificate;Sertifikaatit;;ProPer
C:\Tino\PDF\FTP DL\102100-000-19-file-4-1-fr.pdf;102100-000-19-file-4-1-fr.pdf;102100;000;-4-1;fr;fr;.pdf;102100-000-19;10210000019;Various Glass clamps;Certificate;Certificats;;ProPer
C:\Tino\PDF\FTP DL\102100-000-19-file-4-1-it.pdf;102100-000-19-file-4-1-it.pdf;102100;000;-4-1;it;it;.pdf;102100-000-19;10210000019;Various Glass clamps;Certificate;Certificati;;ProPer
C:\Tino\PDF\FTP DL\102100-000-19-file-4-1-nl.pdf;102100-000-19-file-4-1-nl.pdf;102100;000;-4-1;nl;nl;.pdf;102100-000-19;10210000019;Various Glass clamps;Certificate;Certificaten;;ProPer
C:\Tino\PDF\FTP DL\102100-000-19-file-4-1-nn-no.pdf;102100-000-19-file-4-1-nn-no.pdf;102100;000;-4-1;nn-no;nb-no;.pdf;102100-000-19;10210000019;Various Glass clamps;Certificate;Sertifikater;;ProPer
C:\Tino\PDF\FTP DL\102100-000-19-file-4-1-pl.pdf;102100-000-19-file-4-1-pl.pdf;102100;000;-4-1;pl;pl;.pdf;102100-000-19;10210000019;Various Glass clamps;Certificate;Certyfikaty;;ProPer
C:\Tino\PDF\FTP DL\102100-000-19-file-4-1-pt.pdf;102100-000-19-file-4-1-pt.pdf;102100;000;-4-1;pt;pt;.pdf;102100-000-19;10210000019;Various Glass clamps;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\102100-000-19-file-4-1-pt-br.pdf;102100-000-19-file-4-1-pt-br.pdf;102100;000;-4-1;pt-br;pt-br;.pdf;102100-000-19;10210000019;Various Glass clamps;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\102100-000-19-file-4-1-sv.pdf;102100-000-19-file-4-1-sv.pdf;102100;000;-4-1;sv;sv;.pdf;102100-000-19;10210000019;Various Glass clamps;Certificate;Certifikat;;ProPer
C:\Tino\PDF\FTP DL\102100-000-31-file-4-1-de.pdf;102100-000-31-file-4-1-de.pdf;102100;000;-4-1;de;de;.pdf;102100-000-31;10210000031;Various Glass clamps;Certificate;Zertifikate;;ProPer
C:\Tino\PDF\FTP DL\102100-000-31-file-4-1-en-gb.pdf;102100-000-31-file-4-1-en-gb.pdf;102100;000;-4-1;en-gb;en-gb;.pdf;102100-000-31;10210000031;Various Glass clamps;Certificate;Certificate;;ProPer
C:\Tino\PDF\FTP DL\102100-000-31-file-4-1-es.pdf;102100-000-31-file-4-1-es.pdf;102100;000;-4-1;es;es;.pdf;102100-000-31;10210000031;Various Glass clamps;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\102100-000-31-file-4-1-es-sv.pdf;102100-000-31-file-4-1-es-sv.pdf;102100;000;-4-1;es-sv;es;.pdf;102100-000-31;10210000031;Various Glass clamps;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\102100-000-31-file-4-1-fi.pdf;102100-000-31-file-4-1-fi.pdf;102100;000;-4-1;fi;fi;.pdf;102100-000-31;10210000031;Various Glass clamps;Certificate;Sertifikaatit;;ProPer
C:\Tino\PDF\FTP DL\102100-000-31-file-4-1-fr.pdf;102100-000-31-file-4-1-fr.pdf;102100;000;-4-1;fr;fr;.pdf;102100-000-31;10210000031;Various Glass clamps;Certificate;Certificats;;ProPer
C:\Tino\PDF\FTP DL\102100-000-31-file-4-1-it.pdf;102100-000-31-file-4-1-it.pdf;102100;000;-4-1;it;it;.pdf;102100-000-31;10210000031;Various Glass clamps;Certificate;Certificati;;ProPer
C:\Tino\PDF\FTP DL\102100-000-31-file-4-1-nl.pdf;102100-000-31-file-4-1-nl.pdf;102100;000;-4-1;nl;nl;.pdf;102100-000-31;10210000031;Various Glass clamps;Certificate;Certificaten;;ProPer
C:\Tino\PDF\FTP DL\102100-000-31-file-4-1-nn-no.pdf;102100-000-31-file-4-1-nn-no.pdf;102100;000;-4-1;nn-no;nb-no;.pdf;102100-000-31;10210000031;Various Glass clamps;Certificate;Sertifikater;;ProPer
C:\Tino\PDF\FTP DL\102100-000-31-file-4-1-pl.pdf;102100-000-31-file-4-1-pl.pdf;102100;000;-4-1;pl;pl;.pdf;102100-000-31;10210000031;Various Glass clamps;Certificate;Certyfikaty;;ProPer
C:\Tino\PDF\FTP DL\102100-000-31-file-4-1-pt.pdf;102100-000-31-file-4-1-pt.pdf;102100;000;-4-1;pt;pt;.pdf;102100-000-31;10210000031;Various Glass clamps;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\102100-000-31-file-4-1-pt-br.pdf;102100-000-31-file-4-1-pt-br.pdf;102100;000;-4-1;pt-br;pt-br;.pdf;102100-000-31;10210000031;Various Glass clamps;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\102100-000-31-file-4-1-sv.pdf;102100-000-31-file-4-1-sv.pdf;102100;000;-4-1;sv;sv;.pdf;102100-000-31;10210000031;Various Glass clamps;Certificate;Certifikat;;ProPer
C:\Tino\PDF\FTP DL\102100-000-32-file-4-1-de.pdf;102100-000-32-file-4-1-de.pdf;102100;000;-4-1;de;de;.pdf;102100-000-32;10210000032;Various Glass clamps;Certificate;Zertifikate;;ProPer
C:\Tino\PDF\FTP DL\102100-000-32-file-4-1-en-gb.pdf;102100-000-32-file-4-1-en-gb.pdf;102100;000;-4-1;en-gb;en-gb;.pdf;102100-000-32;10210000032;Various Glass clamps;Certificate;Certificate;;ProPer
C:\Tino\PDF\FTP DL\102100-000-32-file-4-1-es.pdf;102100-000-32-file-4-1-es.pdf;102100;000;-4-1;es;es;.pdf;102100-000-32;10210000032;Various Glass clamps;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\102100-000-32-file-4-1-es-sv.pdf;102100-000-32-file-4-1-es-sv.pdf;102100;000;-4-1;es-sv;es;.pdf;102100-000-32;10210000032;Various Glass clamps;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\102100-000-32-file-4-1-fi.pdf;102100-000-32-file-4-1-fi.pdf;102100;000;-4-1;fi;fi;.pdf;102100-000-32;10210000032;Various Glass clamps;Certificate;Sertifikaatit;;ProPer
C:\Tino\PDF\FTP DL\102100-000-32-file-4-1-fr.pdf;102100-000-32-file-4-1-fr.pdf;102100;000;-4-1;fr;fr;.pdf;102100-000-32;10210000032;Various Glass clamps;Certificate;Certificats;;ProPer
C:\Tino\PDF\FTP DL\102100-000-32-file-4-1-it.pdf;102100-000-32-file-4-1-it.pdf;102100;000;-4-1;it;it;.pdf;102100-000-32;10210000032;Various Glass clamps;Certificate;Certificati;;ProPer
C:\Tino\PDF\FTP DL\102100-000-32-file-4-1-nl.pdf;102100-000-32-file-4-1-nl.pdf;102100;000;-4-1;nl;nl;.pdf;102100-000-32;10210000032;Various Glass clamps;Certificate;Certificaten;;ProPer
C:\Tino\PDF\FTP DL\102100-000-32-file-4-1-nn-no.pdf;102100-000-32-file-4-1-nn-no.pdf;102100;000;-4-1;nn-no;nb-no;.pdf;102100-000-32;10210000032;Various Glass clamps;Certificate;Sertifikater;;ProPer
C:\Tino\PDF\FTP DL\102100-000-32-file-4-1-pl.pdf;102100-000-32-file-4-1-pl.pdf;102100;000;-4-1;pl;pl;.pdf;102100-000-32;10210000032;Various Glass clamps;Certificate;Certyfikaty;;ProPer
C:\Tino\PDF\FTP DL\102100-000-32-file-4-1-pt.pdf;102100-000-32-file-4-1-pt.pdf;102100;000;-4-1;pt;pt;.pdf;102100-000-32;10210000032;Various Glass clamps;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\102100-000-32-file-4-1-pt-br.pdf;102100-000-32-file-4-1-pt-br.pdf;102100;000;-4-1;pt-br;pt-br;.pdf;102100-000-32;10210000032;Various Glass clamps;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\102100-000-32-file-4-1-sv.pdf;102100-000-32-file-4-1-sv.pdf;102100;000;-4-1;sv;sv;.pdf;102100-000-32;10210000032;Various Glass clamps;Certificate;Certifikat;;ProPer
C:\Tino\PDF\FTP DL\102100-042-19-file-4-1-de.pdf;102100-042-19-file-4-1-de.pdf;102100;042;-4-1;de;de;.pdf;102100-042-19;10210004219;Various Glass clamps;Certificate;Zertifikate;;ProPer
C:\Tino\PDF\FTP DL\102100-042-19-file-4-1-en-gb.pdf;102100-042-19-file-4-1-en-gb.pdf;102100;042;-4-1;en-gb;en-gb;.pdf;102100-042-19;10210004219;Various Glass clamps;Certificate;Certificate;;ProPer
C:\Tino\PDF\FTP DL\102100-042-19-file-4-1-es.pdf;102100-042-19-file-4-1-es.pdf;102100;042;-4-1;es;es;.pdf;102100-042-19;10210004219;Various Glass clamps;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\102100-042-19-file-4-1-es-sv.pdf;102100-042-19-file-4-1-es-sv.pdf;102100;042;-4-1;es-sv;es;.pdf;102100-042-19;10210004219;Various Glass clamps;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\102100-042-19-file-4-1-fi.pdf;102100-042-19-file-4-1-fi.pdf;102100;042;-4-1;fi;fi;.pdf;102100-042-19;10210004219;Various Glass clamps;Certificate;Sertifikaatit;;ProPer
C:\Tino\PDF\FTP DL\102100-042-19-file-4-1-fr.pdf;102100-042-19-file-4-1-fr.pdf;102100;042;-4-1;fr;fr;.pdf;102100-042-19;10210004219;Various Glass clamps;Certificate;Certificats;;ProPer
C:\Tino\PDF\FTP DL\102100-042-19-file-4-1-it.pdf;102100-042-19-file-4-1-it.pdf;102100;042;-4-1;it;it;.pdf;102100-042-19;10210004219;Various Glass clamps;Certificate;Certificati;;ProPer
C:\Tino\PDF\FTP DL\102100-042-19-file-4-1-nl.pdf;102100-042-19-file-4-1-nl.pdf;102100;042;-4-1;nl;nl;.pdf;102100-042-19;10210004219;Various Glass clamps;Certificate;Certificaten;;ProPer
C:\Tino\PDF\FTP DL\102100-042-19-file-4-1-nn-no.pdf;102100-042-19-file-4-1-nn-no.pdf;102100;042;-4-1;nn-no;nb-no;.pdf;102100-042-19;10210004219;Various Glass clamps;Certificate;Sertifikater;;ProPer
C:\Tino\PDF\FTP DL\102100-042-19-file-4-1-pl.pdf;102100-042-19-file-4-1-pl.pdf;102100;042;-4-1;pl;pl;.pdf;102100-042-19;10210004219;Various Glass clamps;Certificate;Certyfikaty;;ProPer
C:\Tino\PDF\FTP DL\102100-042-19-file-4-1-pt.pdf;102100-042-19-file-4-1-pt.pdf;102100;042;-4-1;pt;pt;.pdf;102100-042-19;10210004219;Various Glass clamps;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\102100-042-19-file-4-1-pt-br.pdf;102100-042-19-file-4-1-pt-br.pdf;102100;042;-4-1;pt-br;pt-br;.pdf;102100-042-19;10210004219;Various Glass clamps;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\102100-042-19-file-4-1-sv.pdf;102100-042-19-file-4-1-sv.pdf;102100;042;-4-1;sv;sv;.pdf;102100-042-19;10210004219;Various Glass clamps;Certificate;Certifikat;;ProPer
C:\Tino\PDF\FTP DL\102400-000-00-file-4-1-de.pdf;102400-000-00-file-4-1-de.pdf;102400;000;-4-1;de;de;.pdf;102400-000-00;10240000000;Various Glass clamps;Certificate;Zertifikate;;ProPer
C:\Tino\PDF\FTP DL\102400-000-00-file-4-1-en-gb.pdf;102400-000-00-file-4-1-en-gb.pdf;102400;000;-4-1;en-gb;en-gb;.pdf;102400-000-00;10240000000;Various Glass clamps;Certificate;Certificate;;ProPer
C:\Tino\PDF\FTP DL\102400-000-00-file-4-1-es.pdf;102400-000-00-file-4-1-es.pdf;102400;000;-4-1;es;es;.pdf;102400-000-00;10240000000;Various Glass clamps;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\102400-000-00-file-4-1-es-sv.pdf;102400-000-00-file-4-1-es-sv.pdf;102400;000;-4-1;es-sv;es;.pdf;102400-000-00;10240000000;Various Glass clamps;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\102400-000-00-file-4-1-fi.pdf;102400-000-00-file-4-1-fi.pdf;102400;000;-4-1;fi;fi;.pdf;102400-000-00;10240000000;Various Glass clamps;Certificate;Sertifikaatit;;ProPer
C:\Tino\PDF\FTP DL\102400-000-00-file-4-1-fr.pdf;102400-000-00-file-4-1-fr.pdf;102400;000;-4-1;fr;fr;.pdf;102400-000-00;10240000000;Various Glass clamps;Certificate;Certificats;;ProPer
C:\Tino\PDF\FTP DL\102400-000-00-file-4-1-it.pdf;102400-000-00-file-4-1-it.pdf;102400;000;-4-1;it;it;.pdf;102400-000-00;10240000000;Various Glass clamps;Certificate;Certificati;;ProPer
C:\Tino\PDF\FTP DL\102400-000-00-file-4-1-nl.pdf;102400-000-00-file-4-1-nl.pdf;102400;000;-4-1;nl;nl;.pdf;102400-000-00;10240000000;Various Glass clamps;Certificate;Certificaten;;ProPer
C:\Tino\PDF\FTP DL\102400-000-00-file-4-1-nn-no.pdf;102400-000-00-file-4-1-nn-no.pdf;102400;000;-4-1;nn-no;nb-no;.pdf;102400-000-00;10240000000;Various Glass clamps;Certificate;Sertifikater;;ProPer
C:\Tino\PDF\FTP DL\102400-000-00-file-4-1-pl.pdf;102400-000-00-file-4-1-pl.pdf;102400;000;-4-1;pl;pl;.pdf;102400-000-00;10240000000;Various Glass clamps;Certificate;Certyfikaty;;ProPer
C:\Tino\PDF\FTP DL\102400-000-00-file-4-1-pt.pdf;102400-000-00-file-4-1-pt.pdf;102400;000;-4-1;pt;pt;.pdf;102400-000-00;10240000000;Various Glass clamps;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\102400-000-00-file-4-1-pt-br.pdf;102400-000-00-file-4-1-pt-br.pdf;102400;000;-4-1;pt-br;pt-br;.pdf;102400-000-00;10240000000;Various Glass clamps;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\102400-000-00-file-4-1-sv.pdf;102400-000-00-file-4-1-sv.pdf;102400;000;-4-1;sv;sv;.pdf;102400-000-00;10240000000;Various Glass clamps;Certificate;Certifikat;;ProPer
C:\Tino\PDF\FTP DL\102400-000-19-file-4-1-de.pdf;102400-000-19-file-4-1-de.pdf;102400;000;-4-1;de;de;.pdf;102400-000-19;10240000019;Various Glass clamps;Certificate;Zertifikate;;ProPer
C:\Tino\PDF\FTP DL\102400-000-19-file-4-1-en-gb.pdf;102400-000-19-file-4-1-en-gb.pdf;102400;000;-4-1;en-gb;en-gb;.pdf;102400-000-19;10240000019;Various Glass clamps;Certificate;Certificate;;ProPer
C:\Tino\PDF\FTP DL\102400-000-19-file-4-1-es.pdf;102400-000-19-file-4-1-es.pdf;102400;000;-4-1;es;es;.pdf;102400-000-19;10240000019;Various Glass clamps;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\102400-000-19-file-4-1-es-sv.pdf;102400-000-19-file-4-1-es-sv.pdf;102400;000;-4-1;es-sv;es;.pdf;102400-000-19;10240000019;Various Glass clamps;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\102400-000-19-file-4-1-fi.pdf;102400-000-19-file-4-1-fi.pdf;102400;000;-4-1;fi;fi;.pdf;102400-000-19;10240000019;Various Glass clamps;Certificate;Sertifikaatit;;ProPer
C:\Tino\PDF\FTP DL\102400-000-19-file-4-1-fr.pdf;102400-000-19-file-4-1-fr.pdf;102400;000;-4-1;fr;fr;.pdf;102400-000-19;10240000019;Various Glass clamps;Certificate;Certificats;;ProPer
C:\Tino\PDF\FTP DL\102400-000-19-file-4-1-it.pdf;102400-000-19-file-4-1-it.pdf;102400;000;-4-1;it;it;.pdf;102400-000-19;10240000019;Various Glass clamps;Certificate;Certificati;;ProPer
C:\Tino\PDF\FTP DL\102400-000-19-file-4-1-nl.pdf;102400-000-19-file-4-1-nl.pdf;102400;000;-4-1;nl;nl;.pdf;102400-000-19;10240000019;Various Glass clamps;Certificate;Certificaten;;ProPer
C:\Tino\PDF\FTP DL\102400-000-19-file-4-1-nn-no.pdf;102400-000-19-file-4-1-nn-no.pdf;102400;000;-4-1;nn-no;nb-no;.pdf;102400-000-19;10240000019;Various Glass clamps;Certificate;Sertifikater;;ProPer
C:\Tino\PDF\FTP DL\102400-000-19-file-4-1-pl.pdf;102400-000-19-file-4-1-pl.pdf;102400;000;-4-1;pl;pl;.pdf;102400-000-19;10240000019;Various Glass clamps;Certificate;Certyfikaty;;ProPer
C:\Tino\PDF\FTP DL\102400-000-19-file-4-1-pt.pdf;102400-000-19-file-4-1-pt.pdf;102400;000;-4-1;pt;pt;.pdf;102400-000-19;10240000019;Various Glass clamps;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\102400-000-19-file-4-1-pt-br.pdf;102400-000-19-file-4-1-pt-br.pdf;102400;000;-4-1;pt-br;pt-br;.pdf;102400-000-19;10240000019;Various Glass clamps;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\102400-000-19-file-4-1-sv.pdf;102400-000-19-file-4-1-sv.pdf;102400;000;-4-1;sv;sv;.pdf;102400-000-19;10240000019;Various Glass clamps;Certificate;Certifikat;;ProPer
C:\Tino\PDF\FTP DL\102500-000-00-file-4-1.pdf;102500-000-00-file-4-1.pdf;102500;000;-4-1;;en-gb;.pdf;102500-000-00;10250000000;Various Glass clamps;Certificate;Certificate;;ProPer
C:\Tino\PDF\FTP DL\102500-000-00-file-4-1-de.pdf;102500-000-00-file-4-1-de.pdf;102500;000;-4-1;de;de;.pdf;102500-000-00;10250000000;Various Glass clamps;Certificate;Zertifikate;;ProPer
C:\Tino\PDF\FTP DL\102500-000-00-file-4-1-en-gb.pdf;102500-000-00-file-4-1-en-gb.pdf;102500;000;-4-1;en-gb;en-gb;.pdf;102500-000-00;10250000000;Various Glass clamps;Certificate;Certificate;;ProPer
C:\Tino\PDF\FTP DL\102500-000-00-file-4-1-en-us.pdf;102500-000-00-file-4-1-en-us.pdf;102500;000;-4-1;en-us;en-us;.pdf;102500-000-00;10250000000;Various Glass clamps;Certificate;Certificates;;ProPer
C:\Tino\PDF\FTP DL\102500-000-00-file-4-1-es.pdf;102500-000-00-file-4-1-es.pdf;102500;000;-4-1;es;es;.pdf;102500-000-00;10250000000;Various Glass clamps;Certificate;Certificados;;ProPer
