Path;File Name;Masternumber;Size;Suffix;Language;Language;Filetype;Articlenumber;Alte Artikelnummern;Category 1;Category 2;Category 3;;DOP/ProPer
C:\Tino\PDF\FTP DL\134301-041-12-file-4-1-fi.pdf;134301-041-12-file-4-1-fi.pdf;134301;041;-4-1;fi;fi;.pdf;134301-041-12;13430104112;MOD 4301 tube connectors;Certificate;Sertifikaatit;;ProPer
C:\Tino\PDF\FTP DL\134301-041-12-file-4-1-fr.pdf;134301-041-12-file-4-1-fr.pdf;134301;041;-4-1;fr;fr;.pdf;134301-041-12;13430104112;MOD 4301 tube connectors;Certificate;Certificats;;ProPer
C:\Tino\PDF\FTP DL\134301-041-12-file-4-1-it.pdf;134301-041-12-file-4-1-it.pdf;134301;041;-4-1;it;it;.pdf;134301-041-12;13430104112;MOD 4301 tube connectors;Certificate;Certificati;;ProPer
C:\Tino\PDF\FTP DL\134301-041-12-file-4-1-nl.pdf;134301-041-12-file-4-1-nl.pdf;134301;041;-4-1;nl;nl;.pdf;134301-041-12;13430104112;MOD 4301 tube connectors;Certificate;Certificaten;;ProPer
C:\Tino\PDF\FTP DL\134301-041-12-file-4-1-nn-no.pdf;134301-041-12-file-4-1-nn-no.pdf;134301;041;-4-1;nn-no;nb-no;.pdf;134301-041-12;13430104112;MOD 4301 tube connectors;Certificate;Sertifikater;;ProPer
C:\Tino\PDF\FTP DL\134301-041-12-file-4-1-pl.pdf;134301-041-12-file-4-1-pl.pdf;134301;041;-4-1;pl;pl;.pdf;134301-041-12;13430104112;MOD 4301 tube connectors;Certificate;Certyfikaty;;ProPer
C:\Tino\PDF\FTP DL\134301-041-12-file-4-1-pt.pdf;134301-041-12-file-4-1-pt.pdf;134301;041;-4-1;pt;pt;.pdf;134301-041-12;13430104112;MOD 4301 tube connectors;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\134301-041-12-file-4-1-pt-br.pdf;134301-041-12-file-4-1-pt-br.pdf;134301;041;-4-1;pt-br;pt-br;.pdf;134301-041-12;13430104112;MOD 4301 tube connectors;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\134301-041-12-file-4-1-sv.pdf;134301-041-12-file-4-1-sv.pdf;134301;041;-4-1;sv;sv;.pdf;134301-041-12;13430104112;MOD 4301 tube connectors;Certificate;Certifikat;;ProPer
C:\Tino\PDF\FTP DL\134304-12-file-4-1.pdf;134304-12-file-4-1.pdf;134304;;-4-1;;en-gb;.pdf;134304-12;13430404012;MOD 4304 tube connectors;Certificate;Certificate;;ProPer
C:\Tino\PDF\FTP DL\134304-12-file-4-1-de.pdf;134304-12-file-4-1-de.pdf;134304;;-4-1;de;de;.pdf;134304-12;13430404012;MOD 4304 tube connectors;Certificate;Zertifikate;;ProPer
C:\Tino\PDF\FTP DL\134304-12-file-4-1-en-gb.pdf;134304-12-file-4-1-en-gb.pdf;134304;;-4-1;en-gb;en-gb;.pdf;134304-12;13430404012;MOD 4304 tube connectors;Certificate;Certificate;;ProPer
C:\Tino\PDF\FTP DL\134304-12-file-4-1-en-us.pdf;134304-12-file-4-1-en-us.pdf;134304;;-4-1;en-us;en-us;.pdf;134304-12;13430404012;MOD 4304 tube connectors;Certificate;Certificates;;ProPer
C:\Tino\PDF\FTP DL\134304-12-file-4-1-es.pdf;134304-12-file-4-1-es.pdf;134304;;-4-1;es;es;.pdf;134304-12;13430404012;MOD 4304 tube connectors;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\134304-12-file-4-1-es-sv.pdf;134304-12-file-4-1-es-sv.pdf;134304;;-4-1;es-sv;es;.pdf;134304-12;13430404012;MOD 4304 tube connectors;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\134304-12-file-4-1-fi.pdf;134304-12-file-4-1-fi.pdf;134304;;-4-1;fi;fi;.pdf;134304-12;13430404012;MOD 4304 tube connectors;Certificate;Sertifikaatit;;ProPer
C:\Tino\PDF\FTP DL\134304-12-file-4-1-fr.pdf;134304-12-file-4-1-fr.pdf;134304;;-4-1;fr;fr;.pdf;134304-12;13430404012;MOD 4304 tube connectors;Certificate;Certificats;;ProPer
C:\Tino\PDF\FTP DL\134304-12-file-4-1-it.pdf;134304-12-file-4-1-it.pdf;134304;;-4-1;it;it;.pdf;134304-12;13430404012;MOD 4304 tube connectors;Certificate;Certificati;;ProPer
C:\Tino\PDF\FTP DL\134304-12-file-4-1-nl.pdf;134304-12-file-4-1-nl.pdf;134304;;-4-1;nl;nl;.pdf;134304-12;13430404012;MOD 4304 tube connectors;Certificate;Certificaten;;ProPer
C:\Tino\PDF\FTP DL\134304-12-file-4-1-nn-no.pdf;134304-12-file-4-1-nn-no.pdf;134304;;-4-1;nn-no;nb-no;.pdf;134304-12;13430404012;MOD 4304 tube connectors;Certificate;Sertifikater;;ProPer
C:\Tino\PDF\FTP DL\134304-12-file-4-1-pl.pdf;134304-12-file-4-1-pl.pdf;134304;;-4-1;pl;pl;.pdf;134304-12;13430404012;MOD 4304 tube connectors;Certificate;Certyfikaty;;ProPer
C:\Tino\PDF\FTP DL\134304-12-file-4-1-pt.pdf;134304-12-file-4-1-pt.pdf;134304;;-4-1;pt;pt;.pdf;134304-12;13430404012;MOD 4304 tube connectors;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\134304-12-file-4-1-pt-br.pdf;134304-12-file-4-1-pt-br.pdf;134304;;-4-1;pt-br;pt-br;.pdf;134304-12;13430404012;MOD 4304 tube connectors;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\134304-12-file-4-1-sv.pdf;134304-12-file-4-1-sv.pdf;134304;;-4-1;sv;sv;.pdf;134304-12;13430404012;MOD 4304 tube connectors;Certificate;Certifikat;;ProPer
C:\Tino\PDF\FTP DL\134312-040-12-file-4-1.pdf;134312-040-12-file-4-1.pdf;134312;040;-4-1;;en-gb;.pdf;134312-040-12;13431204012;Adjustable tube connectors;Certificate;Certificate;;ProPer
C:\Tino\PDF\FTP DL\134312-040-12-file-4-1-de.pdf;134312-040-12-file-4-1-de.pdf;134312;040;-4-1;de;de;.pdf;134312-040-12;13431204012;Adjustable tube connectors;Certificate;Zertifikate;;ProPer
C:\Tino\PDF\FTP DL\134312-040-12-file-4-1-en-gb.pdf;134312-040-12-file-4-1-en-gb.pdf;134312;040;-4-1;en-gb;en-gb;.pdf;134312-040-12;13431204012;Adjustable tube connectors;Certificate;Certificate;;ProPer
C:\Tino\PDF\FTP DL\134312-040-12-file-4-1-en-us.pdf;134312-040-12-file-4-1-en-us.pdf;134312;040;-4-1;en-us;en-us;.pdf;134312-040-12;13431204012;Adjustable tube connectors;Certificate;Certificates;;ProPer
C:\Tino\PDF\FTP DL\134312-040-12-file-4-1-es.pdf;134312-040-12-file-4-1-es.pdf;134312;040;-4-1;es;es;.pdf;134312-040-12;13431204012;Adjustable tube connectors;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\134312-040-12-file-4-1-es-sv.pdf;134312-040-12-file-4-1-es-sv.pdf;134312;040;-4-1;es-sv;es;.pdf;134312-040-12;13431204012;Adjustable tube connectors;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\134312-040-12-file-4-1-fi.pdf;134312-040-12-file-4-1-fi.pdf;134312;040;-4-1;fi;fi;.pdf;134312-040-12;13431204012;Adjustable tube connectors;Certificate;Sertifikaatit;;ProPer
C:\Tino\PDF\FTP DL\134312-040-12-file-4-1-fr.pdf;134312-040-12-file-4-1-fr.pdf;134312;040;-4-1;fr;fr;.pdf;134312-040-12;13431204012;Adjustable tube connectors;Certificate;Certificats;;ProPer
C:\Tino\PDF\FTP DL\134312-040-12-file-4-1-it.pdf;134312-040-12-file-4-1-it.pdf;134312;040;-4-1;it;it;.pdf;134312-040-12;13431204012;Adjustable tube connectors;Certificate;Certificati;;ProPer
C:\Tino\PDF\FTP DL\134312-040-12-file-4-1-nl.pdf;134312-040-12-file-4-1-nl.pdf;134312;040;-4-1;nl;nl;.pdf;134312-040-12;13431204012;Adjustable tube connectors;Certificate;Certificaten;;ProPer
C:\Tino\PDF\FTP DL\134312-040-12-file-4-1-nn-no.pdf;134312-040-12-file-4-1-nn-no.pdf;134312;040;-4-1;nn-no;nb-no;.pdf;134312-040-12;13431204012;Adjustable tube connectors;Certificate;Sertifikater;;ProPer
C:\Tino\PDF\FTP DL\134312-040-12-file-4-1-pl.pdf;134312-040-12-file-4-1-pl.pdf;134312;040;-4-1;pl;pl;.pdf;134312-040-12;13431204012;Adjustable tube connectors;Certificate;Certyfikaty;;ProPer
C:\Tino\PDF\FTP DL\134312-040-12-file-4-1-pt.pdf;134312-040-12-file-4-1-pt.pdf;134312;040;-4-1;pt;pt;.pdf;134312-040-12;13431204012;Adjustable tube connectors;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\134312-040-12-file-4-1-pt-br.pdf;134312-040-12-file-4-1-pt-br.pdf;134312;040;-4-1;pt-br;pt-br;.pdf;134312-040-12;13431204012;Adjustable tube connectors;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\134312-040-12-file-4-1-sv.pdf;134312-040-12-file-4-1-sv.pdf;134312;040;-4-1;sv;sv;.pdf;134312-040-12;13431204012;Adjustable tube connectors;Certificate;Certifikat;;ProPer
C:\Tino\PDF\FTP DL\134312-041-12-file-4-1-de.pdf;134312-041-12-file-4-1-de.pdf;134312;041;-4-1;de;de;.pdf;134312-041-12;13431204112;Adjustable tube connectors;Certificate;Zertifikate;;ProPer
C:\Tino\PDF\FTP DL\134312-041-12-file-4-1-en-gb.pdf;134312-041-12-file-4-1-en-gb.pdf;134312;041;-4-1;en-gb;en-gb;.pdf;134312-041-12;13431204112;Adjustable tube connectors;Certificate;Certificate;;ProPer
C:\Tino\PDF\FTP DL\134312-041-12-file-4-1-es.pdf;134312-041-12-file-4-1-es.pdf;134312;041;-4-1;es;es;.pdf;134312-041-12;13431204112;Adjustable tube connectors;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\134312-041-12-file-4-1-es-sv.pdf;134312-041-12-file-4-1-es-sv.pdf;134312;041;-4-1;es-sv;es;.pdf;134312-041-12;13431204112;Adjustable tube connectors;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\134312-041-12-file-4-1-fi.pdf;134312-041-12-file-4-1-fi.pdf;134312;041;-4-1;fi;fi;.pdf;134312-041-12;13431204112;Adjustable tube connectors;Certificate;Sertifikaatit;;ProPer
C:\Tino\PDF\FTP DL\134312-041-12-file-4-1-fr.pdf;134312-041-12-file-4-1-fr.pdf;134312;041;-4-1;fr;fr;.pdf;134312-041-12;13431204112;Adjustable tube connectors;Certificate;Certificats;;ProPer
C:\Tino\PDF\FTP DL\134312-041-12-file-4-1-it.pdf;134312-041-12-file-4-1-it.pdf;134312;041;-4-1;it;it;.pdf;134312-041-12;13431204112;Adjustable tube connectors;Certificate;Certificati;;ProPer
C:\Tino\PDF\FTP DL\134312-041-12-file-4-1-nl.pdf;134312-041-12-file-4-1-nl.pdf;134312;041;-4-1;nl;nl;.pdf;134312-041-12;13431204112;Adjustable tube connectors;Certificate;Certificaten;;ProPer
C:\Tino\PDF\FTP DL\134312-041-12-file-4-1-nn-no.pdf;134312-041-12-file-4-1-nn-no.pdf;134312;041;-4-1;nn-no;nb-no;.pdf;134312-041-12;13431204112;Adjustable tube connectors;Certificate;Sertifikater;;ProPer
C:\Tino\PDF\FTP DL\134312-041-12-file-4-1-pl.pdf;134312-041-12-file-4-1-pl.pdf;134312;041;-4-1;pl;pl;.pdf;134312-041-12;13431204112;Adjustable tube connectors;Certificate;Certyfikaty;;ProPer
C:\Tino\PDF\FTP DL\134312-041-12-file-4-1-pt.pdf;134312-041-12-file-4-1-pt.pdf;134312;041;-4-1;pt;pt;.pdf;134312-041-12;13431204112;Adjustable tube connectors;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\134312-041-12-file-4-1-pt-br.pdf;134312-041-12-file-4-1-pt-br.pdf;134312;041;-4-1;pt-br;pt-br;.pdf;134312-041-12;13431204112;Adjustable tube connectors;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\134312-041-12-file-4-1-sv.pdf;134312-041-12-file-4-1-sv.pdf;134312;041;-4-1;sv;sv;.pdf;134312-041-12;13431204112;Adjustable tube connectors;Certificate;Certifikat;;ProPer
C:\Tino\PDF\FTP DL\134317-01-file-4-1.pdf;134317-01-file-4-1.pdf;134317;;-4-1;;en-gb;.pdf;134317-01;13431704012;MOD 4317 tube connectors;Certificate;Certificate;;ProPer
C:\Tino\PDF\FTP DL\134317-01-file-4-1-de.pdf;134317-01-file-4-1-de.pdf;134317;;-4-1;de;de;.pdf;134317-01;13431704012;MOD 4317 tube connectors;Certificate;Zertifikate;;ProPer
C:\Tino\PDF\FTP DL\134317-01-file-4-1-en-gb.pdf;134317-01-file-4-1-en-gb.pdf;134317;;-4-1;en-gb;en-gb;.pdf;134317-01;13431704012;MOD 4317 tube connectors;Certificate;Certificate;;ProPer
C:\Tino\PDF\FTP DL\134317-01-file-4-1-es.pdf;134317-01-file-4-1-es.pdf;134317;;-4-1;es;es;.pdf;134317-01;13431704012;MOD 4317 tube connectors;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\134317-01-file-4-1-es-sv.pdf;134317-01-file-4-1-es-sv.pdf;134317;;-4-1;es-sv;es;.pdf;134317-01;13431704012;MOD 4317 tube connectors;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\134317-01-file-4-1-fi.pdf;134317-01-file-4-1-fi.pdf;134317;;-4-1;fi;fi;.pdf;134317-01;13431704012;MOD 4317 tube connectors;Certificate;Sertifikaatit;;ProPer
C:\Tino\PDF\FTP DL\134317-01-file-4-1-fr.pdf;134317-01-file-4-1-fr.pdf;134317;;-4-1;fr;fr;.pdf;134317-01;13431704012;MOD 4317 tube connectors;Certificate;Certificats;;ProPer
C:\Tino\PDF\FTP DL\134317-01-file-4-1-it.pdf;134317-01-file-4-1-it.pdf;134317;;-4-1;it;it;.pdf;134317-01;13431704012;MOD 4317 tube connectors;Certificate;Certificati;;ProPer
C:\Tino\PDF\FTP DL\134317-01-file-4-1-nl.pdf;134317-01-file-4-1-nl.pdf;134317;;-4-1;nl;nl;.pdf;134317-01;13431704012;MOD 4317 tube connectors;Certificate;Certificaten;;ProPer
C:\Tino\PDF\FTP DL\134317-01-file-4-1-nn-no.pdf;134317-01-file-4-1-nn-no.pdf;134317;;-4-1;nn-no;nb-no;.pdf;134317-01;13431704012;MOD 4317 tube connectors;Certificate;Sertifikater;;ProPer
C:\Tino\PDF\FTP DL\134317-01-file-4-1-pl.pdf;134317-01-file-4-1-pl.pdf;134317;;-4-1;pl;pl;.pdf;134317-01;13431704012;MOD 4317 tube connectors;Certificate;Certyfikaty;;ProPer
C:\Tino\PDF\FTP DL\134317-01-file-4-1-pt.pdf;134317-01-file-4-1-pt.pdf;134317;;-4-1;pt;pt;.pdf;134317-01;13431704012;MOD 4317 tube connectors;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\134317-01-file-4-1-pt-br.pdf;134317-01-file-4-1-pt-br.pdf;134317;;-4-1;pt-br;pt-br;.pdf;134317-01;13431704012;MOD 4317 tube connectors;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\134317-01-file-4-1-sv.pdf;134317-01-file-4-1-sv.pdf;134317;;-4-1;sv;sv;.pdf;134317-01;13431704012;MOD 4317 tube connectors;Certificate;Certifikat;;ProPer
C:\Tino\PDF\FTP DL\134317-02-file-4-1.pdf;134317-02-file-4-1.pdf;134317;;-4-1;;en-gb;.pdf;134317-02;13431804012;MOD 4317 tube connectors;Certificate;Certificate;;ProPer
C:\Tino\PDF\FTP DL\134317-02-file-4-1-de.pdf;134317-02-file-4-1-de.pdf;134317;;-4-1;de;de;.pdf;134317-02;13431804012;MOD 4317 tube connectors;Certificate;Zertifikate;;ProPer
C:\Tino\PDF\FTP DL\134317-02-file-4-1-en-gb.pdf;134317-02-file-4-1-en-gb.pdf;134317;;-4-1;en-gb;en-gb;.pdf;134317-02;13431804012;MOD 4317 tube connectors;Certificate;Certificate;;ProPer
C:\Tino\PDF\FTP DL\134317-02-file-4-1-es.pdf;134317-02-file-4-1-es.pdf;134317;;-4-1;es;es;.pdf;134317-02;13431804012;MOD 4317 tube connectors;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\134317-02-file-4-1-es-sv.pdf;134317-02-file-4-1-es-sv.pdf;134317;;-4-1;es-sv;es;.pdf;134317-02;13431804012;MOD 4317 tube connectors;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\134317-02-file-4-1-fi.pdf;134317-02-file-4-1-fi.pdf;134317;;-4-1;fi;fi;.pdf;134317-02;13431804012;MOD 4317 tube connectors;Certificate;Sertifikaatit;;ProPer
C:\Tino\PDF\FTP DL\134317-02-file-4-1-fr.pdf;134317-02-file-4-1-fr.pdf;134317;;-4-1;fr;fr;.pdf;134317-02;13431804012;MOD 4317 tube connectors;Certificate;Certificats;;ProPer
C:\Tino\PDF\FTP DL\134317-02-file-4-1-it.pdf;134317-02-file-4-1-it.pdf;134317;;-4-1;it;it;.pdf;134317-02;13431804012;MOD 4317 tube connectors;Certificate;Certificati;;ProPer
C:\Tino\PDF\FTP DL\134317-02-file-4-1-nl.pdf;134317-02-file-4-1-nl.pdf;134317;;-4-1;nl;nl;.pdf;134317-02;13431804012;MOD 4317 tube connectors;Certificate;Certificaten;;ProPer
C:\Tino\PDF\FTP DL\134317-02-file-4-1-nn-no.pdf;134317-02-file-4-1-nn-no.pdf;134317;;-4-1;nn-no;nb-no;.pdf;134317-02;13431804012;MOD 4317 tube connectors;Certificate;Sertifikater;;ProPer
C:\Tino\PDF\FTP DL\134317-02-file-4-1-pl.pdf;134317-02-file-4-1-pl.pdf;134317;;-4-1;pl;pl;.pdf;134317-02;13431804012;MOD 4317 tube connectors;Certificate;Certyfikaty;;ProPer
C:\Tino\PDF\FTP DL\134317-02-file-4-1-pt.pdf;134317-02-file-4-1-pt.pdf;134317;;-4-1;pt;pt;.pdf;134317-02;13431804012;MOD 4317 tube connectors;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\134317-02-file-4-1-pt-br.pdf;134317-02-file-4-1-pt-br.pdf;134317;;-4-1;pt-br;pt-br;.pdf;134317-02;13431804012;MOD 4317 tube connectors;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\134317-02-file-4-1-sv.pdf;134317-02-file-4-1-sv.pdf;134317;;-4-1;sv;sv;.pdf;134317-02;13431804012;MOD 4317 tube connectors;Certificate;Certifikat;;ProPer
C:\Tino\PDF\FTP DL\134505-040-12-file-4-1.pdf;134505-040-12-file-4-1.pdf;134505;040;-4-1;;en-gb;.pdf;134505-040-12;13450504012;Square wall flanges for handrails;Certificate;Certificate;;ProPer
C:\Tino\PDF\FTP DL\134505-040-12-file-4-1-de.pdf;134505-040-12-file-4-1-de.pdf;134505;040;-4-1;de;de;.pdf;134505-040-12;13450504012;Square wall flanges for handrails;Certificate;Zertifikate;;ProPer
C:\Tino\PDF\FTP DL\134505-040-12-file-4-1-en-gb.pdf;134505-040-12-file-4-1-en-gb.pdf;134505;040;-4-1;en-gb;en-gb;.pdf;134505-040-12;13450504012;Square wall flanges for handrails;Certificate;Certificate;;ProPer
C:\Tino\PDF\FTP DL\134505-040-12-file-4-1-en-us.pdf;134505-040-12-file-4-1-en-us.pdf;134505;040;-4-1;en-us;en-us;.pdf;134505-040-12;13450504012;Square wall flanges for handrails;Certificate;Certificates;;ProPer
C:\Tino\PDF\FTP DL\134505-040-12-file-4-1-es.pdf;134505-040-12-file-4-1-es.pdf;134505;040;-4-1;es;es;.pdf;134505-040-12;13450504012;Square wall flanges for handrails;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\134505-040-12-file-4-1-es-sv.pdf;134505-040-12-file-4-1-es-sv.pdf;134505;040;-4-1;es-sv;es;.pdf;134505-040-12;13450504012;Square wall flanges for handrails;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\134505-040-12-file-4-1-fi.pdf;134505-040-12-file-4-1-fi.pdf;134505;040;-4-1;fi;fi;.pdf;134505-040-12;13450504012;Square wall flanges for handrails;Certificate;Sertifikaatit;;ProPer
C:\Tino\PDF\FTP DL\134505-040-12-file-4-1-fr.pdf;134505-040-12-file-4-1-fr.pdf;134505;040;-4-1;fr;fr;.pdf;134505-040-12;13450504012;Square wall flanges for handrails;Certificate;Certificats;;ProPer
C:\Tino\PDF\FTP DL\134505-040-12-file-4-1-it.pdf;134505-040-12-file-4-1-it.pdf;134505;040;-4-1;it;it;.pdf;134505-040-12;13450504012;Square wall flanges for handrails;Certificate;Certificati;;ProPer
C:\Tino\PDF\FTP DL\134505-040-12-file-4-1-nl.pdf;134505-040-12-file-4-1-nl.pdf;134505;040;-4-1;nl;nl;.pdf;134505-040-12;13450504012;Square wall flanges for handrails;Certificate;Certificaten;;ProPer
C:\Tino\PDF\FTP DL\134505-040-12-file-4-1-nn-no.pdf;134505-040-12-file-4-1-nn-no.pdf;134505;040;-4-1;nn-no;nb-no;.pdf;134505-040-12;13450504012;Square wall flanges for handrails;Certificate;Sertifikater;;ProPer
C:\Tino\PDF\FTP DL\134505-040-12-file-4-1-pl.pdf;134505-040-12-file-4-1-pl.pdf;134505;040;-4-1;pl;pl;.pdf;134505-040-12;13450504012;Square wall flanges for handrails;Certificate;Certyfikaty;;ProPer
C:\Tino\PDF\FTP DL\134505-040-12-file-4-1-pt.pdf;134505-040-12-file-4-1-pt.pdf;134505;040;-4-1;pt;pt;.pdf;134505-040-12;13450504012;Square wall flanges for handrails;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\134505-040-12-file-4-1-pt-br.pdf;134505-040-12-file-4-1-pt-br.pdf;134505;040;-4-1;pt-br;pt-br;.pdf;134505-040-12;13450504012;Square wall flanges for handrails;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\134505-040-12-file-4-1-sv.pdf;134505-040-12-file-4-1-sv.pdf;134505;040;-4-1;sv;sv;.pdf;134505-040-12;13450504012;Square wall flanges for handrails;Certificate;Certifikat;;ProPer
C:\Tino\PDF\FTP DL\134507-040-12-file-4-1.pdf;134507-040-12-file-4-1.pdf;134507;040;-4-1;;en-gb;.pdf;134507-040-12;13350704012;Tube clamps square;Certificate;Certificate;;ProPer
C:\Tino\PDF\FTP DL\134507-040-12-file-4-1-de.pdf;134507-040-12-file-4-1-de.pdf;134507;040;-4-1;de;de;.pdf;134507-040-12;13350704012;Tube clamps square;Certificate;Zertifikate;;ProPer
C:\Tino\PDF\FTP DL\134507-040-12-file-4-1-en-gb.pdf;134507-040-12-file-4-1-en-gb.pdf;134507;040;-4-1;en-gb;en-gb;.pdf;134507-040-12;13350704012;Tube clamps square;Certificate;Certificate;;ProPer
C:\Tino\PDF\FTP DL\134507-040-12-file-4-1-es.pdf;134507-040-12-file-4-1-es.pdf;134507;040;-4-1;es;es;.pdf;134507-040-12;13350704012;Tube clamps square;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\134507-040-12-file-4-1-es-sv.pdf;134507-040-12-file-4-1-es-sv.pdf;134507;040;-4-1;es-sv;es;.pdf;134507-040-12;13350704012;Tube clamps square;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\134507-040-12-file-4-1-fi.pdf;134507-040-12-file-4-1-fi.pdf;134507;040;-4-1;fi;fi;.pdf;134507-040-12;13350704012;Tube clamps square;Certificate;Sertifikaatit;;ProPer
C:\Tino\PDF\FTP DL\134507-040-12-file-4-1-fr.pdf;134507-040-12-file-4-1-fr.pdf;134507;040;-4-1;fr;fr;.pdf;134507-040-12;13350704012;Tube clamps square;Certificate;Certificats;;ProPer
C:\Tino\PDF\FTP DL\134507-040-12-file-4-1-it.pdf;134507-040-12-file-4-1-it.pdf;134507;040;-4-1;it;it;.pdf;134507-040-12;13350704012;Tube clamps square;Certificate;Certificati;;ProPer
C:\Tino\PDF\FTP DL\134507-040-12-file-4-1-nl.pdf;134507-040-12-file-4-1-nl.pdf;134507;040;-4-1;nl;nl;.pdf;134507-040-12;13350704012;Tube clamps square;Certificate;Certificaten;;ProPer
C:\Tino\PDF\FTP DL\134507-040-12-file-4-1-nn-no.pdf;134507-040-12-file-4-1-nn-no.pdf;134507;040;-4-1;nn-no;nb-no;.pdf;134507-040-12;13350704012;Tube clamps square;Certificate;Sertifikater;;ProPer
C:\Tino\PDF\FTP DL\134507-040-12-file-4-1-pl.pdf;134507-040-12-file-4-1-pl.pdf;134507;040;-4-1;pl;pl;.pdf;134507-040-12;13350704012;Tube clamps square;Certificate;Certyfikaty;;ProPer
C:\Tino\PDF\FTP DL\134507-040-12-file-4-1-pt.pdf;134507-040-12-file-4-1-pt.pdf;134507;040;-4-1;pt;pt;.pdf;134507-040-12;13350704012;Tube clamps square;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\134507-040-12-file-4-1-pt-br.pdf;134507-040-12-file-4-1-pt-br.pdf;134507;040;-4-1;pt-br;pt-br;.pdf;134507-040-12;13350704012;Tube clamps square;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\134507-040-12-file-4-1-sv.pdf;134507-040-12-file-4-1-sv.pdf;134507;040;-4-1;sv;sv;.pdf;134507-040-12;13350704012;Tube clamps square;Certificate;Certifikat;;ProPer
C:\Tino\PDF\FTP DL\134511-040-12-file-4-1.pdf;134511-040-12-file-4-1.pdf;134511;040;-4-1;;en-gb;.pdf;134511-040-12;13451104012;Cover caps MOD 0512/3/4511/3;Certificate;Certificate;;ProPer
C:\Tino\PDF\FTP DL\134511-040-12-file-4-1-de.pdf;134511-040-12-file-4-1-de.pdf;134511;040;-4-1;de;de;.pdf;134511-040-12;13451104012;Cover caps MOD 0512/3/4511/3;Certificate;Zertifikate;;ProPer
C:\Tino\PDF\FTP DL\134511-040-12-file-4-1-en-gb.pdf;134511-040-12-file-4-1-en-gb.pdf;134511;040;-4-1;en-gb;en-gb;.pdf;134511-040-12;13451104012;Cover caps MOD 0512/3/4511/3;Certificate;Certificate;;ProPer
C:\Tino\PDF\FTP DL\134511-040-12-file-4-1-en-us.pdf;134511-040-12-file-4-1-en-us.pdf;134511;040;-4-1;en-us;en-us;.pdf;134511-040-12;13451104012;Cover caps MOD 0512/3/4511/3;Certificate;Certificates;;ProPer
C:\Tino\PDF\FTP DL\134511-040-12-file-4-1-es.pdf;134511-040-12-file-4-1-es.pdf;134511;040;-4-1;es;es;.pdf;134511-040-12;13451104012;Cover caps MOD 0512/3/4511/3;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\134511-040-12-file-4-1-es-sv.pdf;134511-040-12-file-4-1-es-sv.pdf;134511;040;-4-1;es-sv;es;.pdf;134511-040-12;13451104012;Cover caps MOD 0512/3/4511/3;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\134511-040-12-file-4-1-fi.pdf;134511-040-12-file-4-1-fi.pdf;134511;040;-4-1;fi;fi;.pdf;134511-040-12;13451104012;Cover caps MOD 0512/3/4511/3;Certificate;Sertifikaatit;;ProPer
C:\Tino\PDF\FTP DL\134511-040-12-file-4-1-fr.pdf;134511-040-12-file-4-1-fr.pdf;134511;040;-4-1;fr;fr;.pdf;134511-040-12;13451104012;Cover caps MOD 0512/3/4511/3;Certificate;Certificats;;ProPer
C:\Tino\PDF\FTP DL\134511-040-12-file-4-1-it.pdf;134511-040-12-file-4-1-it.pdf;134511;040;-4-1;it;it;.pdf;134511-040-12;13451104012;Cover caps MOD 0512/3/4511/3;Certificate;Certificati;;ProPer
